name,score,total_runtime,type,episodes,duration_minutes
Fate/kaleid liner Prisma☆Illya 2wei!,7.41,230.0,TV,10.0,23.0
Little Busters!: EX,7.85,192.0,Special,8.0,24.0
Z/X: Ignition,6.62,288.0,TV,12.0,24.0
Nameko-ke no Ichizoku,6.42,65.0,OVA,13.0,5.0
Mikakunin de Shinkoukei,7.53,276.0,TV,12.0,23.0
SoniAni: Super Sonico The Animation,6.19,276.0,TV,12.0,23.0
Nekketsu Tantei Jimusho,5.45,15.0,ONA,5.0,3.0
Haikyuu!!,8.65,600.0,TV,25.0,24.0
Kyoufu no Kyou-chan,5.16,21.0,TV,7.0,3.0
Kimi no Iru Machi OVA,7.15,56.0,OVA,2.0,28.0
Hamatora The Animation,7.39,288.0,TV,12.0,24.0
Baka Misérables,5.57,9.0,ONA,3.0,3.0
Sabage-bu!,7.44,276.0,TV,12.0,23.0
Kyousou Giga (TV) Recaps,6.64,52.0,Special,2.0,26.0
Ganbare! Lulu Lolo,4.84,130.0,TV,26.0,5.0
Taimanin Yukikaze,6.56,90.0,OVA,3.0,30.0
Noragami OVA,7.89,48.0,OVA,2.0,24.0
Mahouka Koukou no Rettousei,7.72,598.0,TV,26.0,23.0
Black Bullet,7.35,312.0,TV,13.0,24.0
Koakuma Kanojo The Animation,7.36,62.0,OVA,2.0,31.0
Joshikousei Nobunaga-chan!!,6.11,40.0,ONA,10.0,4.0
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.89,26.0,Special,2.0,13.0
Seitokai Yakuindomo*,7.81,299.0,TV,13.0,23.0
Oni Chichi 2: Revenge,7.05,56.0,OVA,2.0,28.0
Hitsugi no Chaika,7.39,288.0,TV,12.0,24.0
Hana no Zundamaru,5.65,40.0,ONA,8.0,5.0
JoJo no Kimyou na Bouken: Stardust Crusaders,8.24,576.0,TV,24.0,24.0
Kyoukai no Kanata: Mini Theater,6.82,42.0,Special,7.0,6.0
Oneechan ga Kita,6.47,36.0,TV,12.0,3.0
Iron Kid,7.06,624.0,TV,26.0,24.0
Peeping Life: YouTuber-kun,4.58,20.0,ONA,4.0,5.0
Kiniro no Corda: Blue♪Sky,6.5,276.0,TV,12.0,23.0
Sekai Seifuku: Bouryaku no Zvezda,7.15,288.0,TV,12.0,24.0
Yozakura Quartet: Yoza-Quar!,6.59,6.0,Special,6.0,1.0
Himekishi Olivia,6.63,52.0,OVA,2.0,26.0
Sekai de Ichiban Tsuyoku Naritai! Specials,5.81,24.0,Special,6.0,4.0
Marvel Disk Wars: The Avengers,6.02,1122.0,TV,51.0,22.0
Nunbori,6.6,728.0,TV,26.0,28.0
Seikoku no Dragonar,6.69,288.0,TV,12.0,24.0
Gatchaman Crowds Insight,7.38,276.0,TV,12.0,23.0
Ikemen Kyuugo-tai Nurse Angels,4.94,30.0,TV,10.0,3.0
Strange+,6.05,36.0,TV,12.0,3.0
Puchimas!!: Petit Petit iDOLM@STER,7.27,148.0,ONA,74.0,2.0
Kakumeiki Valvrave Recaps,6.31,195.0,ONA,3.0,65.0
Witch Craft Works,7.19,276.0,TV,12.0,23.0
Oni Chichi: Rebuild,7.54,90.0,OVA,3.0,30.0
Love Stage!!,7.59,230.0,TV,10.0,23.0
Sister Princess: Re Pure Character's,6.22,108.0,Special,12.0,9.0
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.5,288.0,TV,12.0,24.0
Nobunaga the Fool,6.77,576.0,TV,24.0,24.0
Baby Steps,7.93,600.0,TV,25.0,24.0
Soul Eater: Late Night Show,6.92,51.0,Special,51.0,1.0
Zettai Shougeki: Platonic Heart Picture Drama,5.18,32.0,Special,4.0,8.0
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.6,40.0,ONA,5.0,8.0
Go! Go! 575,5.71,12.0,TV,4.0,3.0
Gochuumon wa Usagi Desu ka?,7.59,276.0,TV,12.0,23.0
Yawaraka Sensha,4.1,371.0,ONA,53.0,7.0
Yawaraka Atom,4.6,21.0,ONA,7.0,3.0
Trick or Alice,6.93,30.0,OVA,,30.0
Pupipo!,6.86,60.0,TV,15.0,4.0
Isshuukan Friends.,7.64,276.0,TV,12.0,23.0
Double Circle,4.95,36.0,ONA,6.0,6.0
Kichiku: Haha Shimai Choukyou Nikki,6.87,69.0,OVA,3.0,23.0
Tokyo ESP,6.62,288.0,TV,12.0,24.0
Tokubetsu Jugyou 3 SLG The Animation,6.97,42.0,OVA,2.0,21.0
Freezing Vibration Specials,6.61,18.0,Special,6.0,3.0
Bokura wa Minna Kawai-sou,7.82,288.0,TV,12.0,24.0
Happiness Charge Precure!,6.88,1176.0,TV,49.0,24.0
Machine-Doll wa Kizutsukanai Specials,6.82,30.0,Special,6.0,5.0
Mahou Shoujo Taisen,5.8,104.0,TV,26.0,4.0
Minna Atsumare! Falcom Gakuen,5.86,26.0,TV,13.0,2.0
Gokukoku no Brynhildr,7.04,299.0,TV,13.0,23.0
Chou Zenmairobo: Patrasche,4.61,26.0,TV,13.0,2.0
Yama no Susume: Second Season,7.56,312.0,TV,24.0,13.0
Buddy Complex,7.25,312.0,TV,13.0,24.0
Uta no☆Prince-sama♪ Maji Love Revolutions,7.19,312.0,TV,13.0,24.0
Meitantei Rascal,5.34,60.0,TV,12.0,5.0
Metal Fight Beyblade Zero G Specials,6.2,175.0,Special,7.0,25.0
Sanchoume no Yuuhi,6.09,675.0,TV,27.0,25.0
Dokkan! Robotendon,6.06,650.0,TV,26.0,25.0
Shin Dokonjou Gaeru,6.45,750.0,TV,30.0,25.0
Ninjaman Ippei,6.86,325.0,TV,13.0,25.0
Denpa Kyoushi PV,6.47,2.0,Special,2.0,1.0
Soul Eater NOT!,6.19,276.0,TV,12.0,23.0
Trip Trek (2010),5.11,56.0,ONA,8.0,7.0
Kantai Collection: KanColle,7.0,288.0,TV,12.0,24.0
Imako System,6.2,46.0,OVA,2.0,23.0
Futa-bu!,7.21,38.0,OVA,2.0,19.0
Baku Tech! Bakugan Gachi,6.03,195.0,TV,39.0,5.0
Choubakumatsu Shounen Seiki Takamaru,5.9,60.0,OVA,2.0,30.0
Shin Choubakumatsu Shounen Seiki Takamaru,5.42,180.0,OVA,6.0,30.0
Hitotsuboshi-ke no Ultra Baasan,5.83,325.0,TV,13.0,25.0
Asobo Toy-chan,5.35,1325.0,TV,53.0,25.0
Ryuugajou Nanana no Maizoukin,7.28,253.0,TV,11.0,23.0
Kamigami no Asobi,7.28,276.0,TV,12.0,23.0
Senki Zesshou Symphogear GX,7.49,299.0,TV,13.0,23.0
Ghost in the Shell: Arise - Logicoma Specials,6.38,12.0,Special,4.0,3.0
Mou Hitotsu no Mirai wo.,6.11,21.0,ONA,3.0,7.0
Yabai! Fukushuu Yami Site,6.86,60.0,OVA,2.0,30.0
Mekakucity Actors,7.18,276.0,TV,12.0,23.0
Yu☆Gi☆Oh! Arc-V,7.14,3552.0,TV,148.0,24.0
Keroro,6.97,69.0,TV,23.0,3.0
Captain Earth,6.47,600.0,TV,25.0,24.0
Hanayamata,7.38,288.0,TV,12.0,24.0
Usagi no Mofy,5.83,26.0,ONA,13.0,2.0
Cardfight!! Vanguard: Legion Mate-hen,7.01,792.0,TV,33.0,24.0
Donten ni Warau,7.59,276.0,TV,12.0,23.0
Okusama wa Moto Yariman,6.95,52.0,OVA,2.0,26.0
Shin Tennis no Ouji-sama OVA vs. Genius 10,7.72,240.0,OVA,10.0,24.0
Romantica Clock,5.79,3.0,Special,3.0,1.0
Sugar*Soldier,5.85,3.0,Special,3.0,1.0
Chuunibyou demo Koi ga Shitai! Ren Lite,7.22,18.0,ONA,6.0,3.0
Kenzen Robo Daimidaler,6.25,288.0,TV,12.0,24.0
Fuuun Ishin Dai☆Shogun,5.79,288.0,TV,12.0,24.0
Majin Bone,6.77,1144.0,TV,52.0,22.0
Shingeki no Bahamut: Genesis,7.75,288.0,TV,12.0,24.0
Ushinawareta Mirai wo Motomete,6.83,276.0,TV,12.0,23.0
Tesagure! Bukatsumono Encore,7.15,132.0,TV,12.0,11.0
Mangaka-san to Assistant-san to The Animation,7.31,156.0,TV,12.0,13.0
High Score Girl,8.11,288.0,TV,12.0,24.0
Sword Art Online II,7.16,552.0,TV,24.0,23.0
Kanbee-kun ga Yuku,5.17,9.0,Special,3.0,3.0
Chichiiro Toiki,7.16,28.0,OVA,2.0,14.0
Mushishi Zoku Shou,8.76,240.0,TV,10.0,24.0
Sore Ike! Anpanman: Anpanman to Oyakusoku,5.55,80.0,OVA,2.0,40.0
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,6.04,82.0,OVA,2.0,41.0
Pic-lele,6.3,1.0,TV,,1.0
Ao Haru Ride,7.81,276.0,TV,12.0,23.0
Duel Masters Victory V,5.98,510.0,TV,51.0,10.0
Duel Masters Victory V3,5.89,1224.0,TV,51.0,24.0
Ghost in the Shell: Nyuumon Arise,7.11,104.0,TV,26.0,4.0
Fairy Tail (2014),8.08,2448.0,TV,102.0,24.0
Gakkou no Kaidan (OVA),6.61,190.0,OVA,10.0,19.0
Gakkou no Kaidan Recaps,6.16,50.0,Special,2.0,25.0
T-Rex,6.21,1300.0,TV,52.0,25.0
Magi: Sinbad no Bouken,7.97,120.0,OVA,5.0,24.0
Hero Bank,6.1,1173.0,TV,51.0,23.0
Soredemo Sekai wa Utsukushii,7.79,264.0,TV,12.0,22.0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,6.4,32.0,ONA,4.0,8.0
Inugami-san to Nekoyama-san,6.65,36.0,TV,12.0,3.0
Ping Pong the Animation,8.63,253.0,TV,11.0,23.0
Kuroshitsuji: Book of Circus,8.31,240.0,TV,10.0,24.0
Amagi Brilliant Park,7.61,312.0,TV,13.0,24.0
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.93,288.0,TV,12.0,24.0
Akame ga Kill!,7.77,552.0,TV,24.0,23.0
Pretty Rhythm: All Star Selection,6.43,253.0,TV,11.0,23.0
Warera Salaryman Tou,6.5,104.0,TV,26.0,4.0
Momo Kyun Sword,5.66,288.0,TV,12.0,24.0
Azumi Mamma★Mia,5.68,300.0,TV,60.0,5.0
Free!: Eternal Summer,7.84,312.0,TV,13.0,24.0
Selector Infected WIXOSS,7.34,288.0,TV,12.0,24.0
Fate/stay night: Unlimited Blade Works,8.32,336.0,TV,12.0,28.0
Shinken Densetsu: Tight Road,5.33,325.0,TV,13.0,25.0
Tokyo Ghoul,7.98,288.0,TV,12.0,24.0
Ningen Kakumei,7.55,600.0,OVA,20.0,30.0
Funny Pets 2nd Season,4.0,72.0,TV,12.0,6.0
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,7.02,54.0,OVA,2.0,27.0
Sanzoku no Musume Ronja,7.23,650.0,TV,26.0,25.0
Wonder Momo,3.73,35.0,ONA,5.0,7.0
Nandaka Velonica,6.05,100.0,TV,10.0,10.0
Licca-chan to Mahou no Kuni,4.65,42.0,ONA,7.0,6.0
Break Blade,7.37,288.0,TV,12.0,24.0
Hello Kitty: Ringo no Mori no Mystery,5.75,117.0,TV,13.0,9.0
Hello Kitty: Ringo no Mori to Parallel Town,6.26,243.0,TV,27.0,9.0
KutsuDaru.,5.8,432.0,TV,48.0,9.0
Washimo,5.44,100.0,TV,10.0,10.0
Initial D Final Stage,8.3,108.0,TV,4.0,27.0
Manga Nihonshi (NHK Han),7.43,800.0,TV,40.0,20.0
Sekai no Hikari: Shinran Shounin,6.38,192.0,OVA,6.0,32.0
Kiseijuu: Sei no Kakuritsu,8.5,552.0,TV,24.0,23.0
Yami Shibai 2,6.55,52.0,TV,13.0,4.0
Oniku Daisuki! Zeushi-kun,5.54,12.0,TV,12.0,1.0
Blade & Soul,6.18,312.0,TV,13.0,24.0
Nukko.,6.0,120.0,TV,24.0,5.0
Potecco Babies (2011),5.47,12.0,ONA,12.0,1.0
Kimezou no Kimarimonku Ja Kimaranee.,5.17,12.0,ONA,12.0,1.0
Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,5.5,48.0,ONA,12.0,4.0
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,4.74,24.0,ONA,4.0,6.0
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,6.3,144.0,TV,6.0,24.0
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,6.43,100.0,OVA,4.0,25.0
Shin Seikimatsu: Yatsuto no Souguu,5.17,25.0,ONA,5.0,5.0
One Piece: Cry Heart,6.76,15.0,Special,3.0,5.0
Seiken Tsukai no World Break,7.13,288.0,TV,12.0,24.0
Momoya x Peeping Life: Go en Desu yo! II,5.57,25.0,ONA,5.0,5.0
Kuroko no Basket 2nd Season NG-shuu,7.89,18.0,Special,9.0,2.0
Peeping Life: Gekijou Original-ban,5.21,5.0,Movie,5.0,1.0
Shiroishi no Yousei Pichi,5.4,12.0,ONA,3.0,4.0
Terra Formars,7.12,312.0,TV,13.0,24.0
Terra Formars: Bugs 2-hen,7.23,52.0,OVA,2.0,26.0
Lady Jewelpet,7.64,1300.0,TV,52.0,25.0
Zettai Zetsumei Dangerous Jiisan (2005),5.89,38.0,TV,19.0,2.0
Aldnoah.Zero,7.55,276.0,TV,12.0,23.0
Dragon Collection,6.35,561.0,TV,51.0,11.0
Oreca Battle,6.0,561.0,TV,51.0,11.0
Chikasugi Idol Akae-chan,4.32,24.0,TV,12.0,2.0
X Maiden,5.58,88.0,ONA,8.0,11.0
Dragon Ball Kai (2014),7.89,1403.0,TV,61.0,23.0
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.39,100.0,ONA,10.0,10.0
Barakamon,8.46,264.0,TV,12.0,22.0
Yariman Fudousan,6.01,36.0,OVA,2.0,18.0
Kindaichi Shounen no Jikenbo Returns,7.59,600.0,TV,25.0,24.0
Himitsukessha Taka no Tsume EX,5.86,190.0,TV,38.0,5.0
Abarenbou Rikishi!! Matsutarou,6.14,506.0,TV,23.0,22.0
Himegoto,6.05,52.0,TV,13.0,4.0
Suzu 3 Tarou,6.6,48.0,ONA,24.0,2.0
Nyamen,5.9,60.0,TV,12.0,5.0
Rokujouma no Shinryakusha!?,7.28,276.0,TV,12.0,23.0
Seireitsukai no Blade Dance,7.06,276.0,TV,12.0,23.0
Mon Cheri CoCo,6.62,325.0,TV,13.0,25.0
Francesca,5.55,264.0,TV,24.0,11.0
Shin Skyers 5,6.73,650.0,TV,26.0,25.0
Nippon Tanjou,5.86,125.0,TV,5.0,25.0
Manga Jinbutsushi,6.6,1825.0,TV,365.0,5.0
Otoko Doahou! Koushien,7.0,1560.0,TV,156.0,10.0
Norakuro,5.5,780.0,TV,26.0,30.0
Hazedon,5.57,650.0,TV,26.0,25.0
Bakumatsu Rock,6.12,276.0,TV,12.0,23.0
Tennen Koi-iro Alcohol,6.92,60.0,OVA,2.0,30.0
Tenkai Knights,6.61,1248.0,TV,52.0,24.0
Glasslip,5.53,299.0,TV,13.0,23.0
GO-GO Tamagotchi!,6.5,1200.0,TV,50.0,24.0
Jinsei,6.55,312.0,TV,13.0,24.0
M3: Sono Kuroki Hagane,6.68,576.0,TV,24.0,24.0
PriPara,7.62,3220.0,TV,140.0,23.0
47 Todoufuken R,5.78,60.0,TV,12.0,5.0
Shounen Hollywood: Holly Stage for 49,6.14,312.0,TV,13.0,24.0
Hayate no Gotoku! OVA,7.22,72.0,OVA,3.0,24.0
Piano (TV) Specials,5.48,20.0,Special,4.0,5.0
Durarara!!x2 Shou,8.1,288.0,TV,12.0,24.0
Sengoku Basara: Judge End,6.94,288.0,TV,12.0,24.0
Sora no Method,6.79,312.0,TV,13.0,24.0
Kantoku Fuyuki Todoki,5.93,39.0,TV,13.0,3.0
Meshimase Lodoss-tou Senki: Sorette Oishii no?,5.68,26.0,TV,13.0,2.0
Shinmai Maou no Testament,7.04,276.0,TV,12.0,23.0
Chuunibyou demo Koi ga Shitai! Ren Specials,7.16,21.0,Special,7.0,3.0
Gugure! Kokkuri-san,7.65,288.0,TV,12.0,24.0
Gundam: G no Reconguista,5.78,624.0,TV,26.0,24.0
Hello!! Kiniro Mosaic,7.59,276.0,TV,12.0,23.0
Shigatsu wa Kimi no Uso,8.86,484.0,TV,22.0,22.0
Saenai Heroine no Sodatekata,7.64,276.0,TV,12.0,23.0
Psycho-Pass 2,7.52,253.0,TV,11.0,23.0
Zankyou no Terror,8.19,242.0,TV,11.0,22.0
Gekkan Shoujo Nozaki-kun,8.12,288.0,TV,12.0,24.0
Pokemon XY: Mega Evolution,7.57,96.0,Special,4.0,24.0
Rail Wars!,6.46,288.0,TV,12.0,24.0
Garo: Honoo no Kokuin,7.48,576.0,TV,24.0,24.0
Kuroshitsuji: Book of Murder,8.32,116.0,OVA,2.0,58.0
"Suisei no Gargantia: Meguru Kouro, Haruka",7.43,106.0,OVA,2.0,53.0
Log Horizon 2nd Season,7.67,600.0,TV,25.0,24.0
Shirogane no Ishi: Argevollen,6.53,552.0,TV,24.0,23.0
Space☆Dandy 2nd Season,8.27,312.0,TV,13.0,24.0
DRAMAtical Murder,6.26,288.0,TV,12.0,24.0
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,6.38,18.0,ONA,6.0,3.0
Gan to Gon,5.77,1300.0,TV,260.0,5.0
Youkaiden Nekome Kozou,6.71,625.0,TV,25.0,25.0
Bakuman. 3rd Season Specials,7.12,6.0,Special,2.0,3.0
Kitakubu Katsudou Kiroku: Miniature Theater,6.3,12.0,Special,6.0,2.0
Minarai Diva,5.45,400.0,TV,10.0,40.0
Master of Torque,5.12,20.0,ONA,4.0,5.0
Shin Don Chuck Monogatari,6.32,1825.0,TV,73.0,25.0
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.86,15.0,ONA,3.0,5.0
Toki: Kono Hoshi no Mirai wo Mitsumete,5.93,48.0,Special,2.0,24.0
Duel Masters VS,6.06,1176.0,TV,49.0,24.0
Re:␣Hamatora,7.48,288.0,TV,12.0,24.0
Mujaki no Rakuen,6.04,78.0,OVA,3.0,26.0
Shin Strange+,6.32,36.0,TV,12.0,3.0
Witch Craft Works Specials,6.8,30.0,Special,6.0,5.0
Gakumon!: Ookami Shoujo wa Kujikenai,6.62,18.0,ONA,3.0,6.0
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,5.13,288.0,TV,32.0,9.0
Enbi,6.38,32.0,OVA,2.0,16.0
Gudetama,7.33,1.0,TV,,1.0
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,6.0,36.0,TV,12.0,3.0
Neko no Dayan,5.56,156.0,TV,52.0,3.0
12-sai.,6.42,88.0,OVA,8.0,11.0
Akage no Anne Specials,6.2,90.0,Special,2.0,45.0
The iDOLM@STER Cinderella Girls,7.21,312.0,TV,13.0,24.0
Ninja Slayer From Animation,6.59,312.0,ONA,26.0,12.0
Gaki Deka,4.78,528.0,TV,22.0,24.0
Non Non Biyori Repeat,8.22,276.0,TV,12.0,23.0
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.74,13.0,Special,13.0,1.0
Ookami Shoujo to Kuro Ouji,7.39,288.0,TV,12.0,24.0
Manga Edo Erobanashi,3.49,225.0,OVA,5.0,45.0
Kara no Kyoukai: Manner Movies,6.45,7.0,Movie,7.0,1.0
Kumo ni Noru,4.95,100.0,OVA,2.0,50.0
Carino Coni,6.23,78.0,TV,26.0,3.0
Teppen,4.75,100.0,OVA,2.0,50.0
Strike Witches: Operation Victory Arrow,7.44,84.0,OVA,3.0,28.0
KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,4.0,40.0,ONA,2.0,20.0
Kenzen Robo Daimidaler Specials,6.2,30.0,Special,6.0,5.0
Neko Pitcher,6.57,102.0,TV,51.0,2.0
Wakakusa Monogatari: Nan to Jo-sensei Specials,6.18,90.0,Special,2.0,45.0
Kishin Houkou Demonbane (TV) Specials,5.95,12.0,Special,2.0,6.0
Nanatsu no Taizai,8.24,576.0,TV,24.0,24.0
Konna ni Yasashiku Sareta no,5.8,60.0,OVA,3.0,20.0
Toppuku Kyousou Kyoku,5.67,86.0,OVA,2.0,43.0
Blade & Soul Specials,5.86,14.0,Special,7.0,2.0
Hi☆sCoool! SeHa Girls,6.57,143.0,TV,13.0,11.0
Dango San Kyoudai Attoiuma Gekijou,7.05,150.0,TV,50.0,3.0
Komatsu Sakyo Anime Gekijou,6.0,120.0,TV,24.0,5.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.28,312.0,TV,13.0,24.0
Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,5.1,32.0,OVA,2.0,16.0
Go! Go! Kadendanshi 2nd Season,4.89,78.0,ONA,78.0,1.0
Momon's Sand Witch,5.11,16.0,ONA,8.0,2.0
Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,6.47,102.0,OVA,3.0,34.0
Lovely Movie: Itoshi no Muco,6.32,40.0,TV,20.0,2.0
Lovely Movie: Itoshi no Muco Season 2,6.01,44.0,TV,22.0,2.0
The Adventures of Hello Kitty & Friends,6.02,624.0,TV,52.0,12.0
Majimoji Rurumo,6.9,288.0,TV,12.0,24.0
Fox Wood Monogatari,6.38,75.0,OVA,3.0,25.0
Fuku-chan,5.9,1775.0,TV,71.0,25.0
Maken-Ki! Two Specials,6.3,20.0,Special,5.0,4.0
Lance N' Masques,5.62,288.0,TV,12.0,24.0
Shijou Saikyou no Deshi Kenichi Specials,7.38,8.0,Special,4.0,2.0
Denki-gai no Honya-san,7.26,276.0,TV,12.0,23.0
Selector Spread WIXOSS,7.46,288.0,TV,12.0,24.0
Jarujio Animal,6.11,40.0,TV,10.0,4.0
Persona 4 the Golden Animation,6.72,276.0,TV,12.0,23.0
Shura ga Yuku,5.45,100.0,OVA,2.0,50.0
Be-Bop Kaizokuban,5.6,111.0,OVA,3.0,37.0
Gorillaman,6.8,100.0,OVA,2.0,50.0
Patta Potta Monta,5.28,650.0,TV,26.0,25.0
Taimadou Gakuen 35 Shiken Shoutai,7.04,276.0,TV,12.0,23.0
Nobunaga Concerto,7.71,220.0,TV,10.0,22.0
Ao Haru Ride OVA,7.71,42.0,OVA,2.0,21.0
Kougyou Aika Volley Boys,5.19,50.0,OVA,2.0,25.0
Mushibugyou OVA,7.15,69.0,OVA,3.0,23.0
Nozo x Kimi,6.55,69.0,OVA,3.0,23.0
Orenchi no Furo Jijou,7.11,52.0,TV,13.0,4.0
Nisekoi OVA,7.5,78.0,OVA,3.0,26.0
Hitsugi no Chaika: Avenging Battle,7.29,230.0,TV,10.0,23.0
Surprise 4 U.,5.55,4.0,ONA,2.0,2.0
Iinari! Saimin Kanojo,6.44,30.0,OVA,2.0,15.0
Medamayaki no Kimi Itsu Tsubusu?,5.89,72.0,Special,4.0,18.0
Yowamushi Pedal: Grande Road,8.22,552.0,TV,24.0,23.0
Love Colon,6.6,38.0,OVA,2.0,19.0
Oyome-sama Honey Days♥,6.04,46.0,OVA,2.0,23.0
Spocon!,7.04,32.0,OVA,2.0,16.0
Nyanpuku Nyaruma,3.84,1.0,TV,,1.0
World Trigger,7.66,1679.0,TV,73.0,23.0
Kuroko no Basket 3rd Season,8.51,600.0,TV,25.0,24.0
Maido! Urayasu Tekkin Kazoku,6.19,75.0,TV,25.0,3.0
World Fool News,5.54,30.0,ONA,6.0,5.0
Kekkai Sensen,7.73,312.0,TV,12.0,26.0
Madan no Ou to Vanadis,7.3,312.0,TV,13.0,24.0
Houkago no Ouji-sama,7.07,35.0,Special,5.0,7.0
Heli-Tako Puu-chan,6.17,1050.0,TV,42.0,25.0
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,7.35,52.0,Special,2.0,26.0
Hoozuki no Reitetsu OVA,7.94,104.0,OVA,4.0,26.0
Mangaka-san to Assistant-san to The Animation Specials,7.33,48.0,Special,6.0,8.0
Koha Ginjiro,5.47,135.0,OVA,3.0,45.0
Inui-san!,5.0,3.0,OVA,,3.0
Ane Log: Moyako Neesan no Tomaranai Monologue,6.25,69.0,OVA,3.0,23.0
Tenkuu Senki Shurato Recaps,6.32,46.0,Special,2.0,23.0
Gundam Build Fighters Try,7.41,625.0,TV,25.0,25.0
Yamada-kun to 7-nin no Majo (OVA),7.56,60.0,OVA,2.0,30.0
Koufuku Graffiti,6.82,288.0,TV,12.0,24.0
Dororonpa!,6.24,1150.0,TV,115.0,10.0
Flanders no Inu Specials,6.03,90.0,Special,2.0,45.0
Ai Tenchi Muyou!,6.27,200.0,TV,50.0,4.0
Mushishi Zoku Shou 2nd Season,8.81,230.0,TV,10.0,23.0
High School DxD BorN,7.64,288.0,TV,12.0,24.0
"Ore, Twintail ni Narimasu.",6.67,288.0,TV,12.0,24.0
Yakin Byoutou Specials,5.67,58.0,OVA,2.0,29.0
Yobai Suru Shichinin no Harame,6.68,30.0,OVA,2.0,15.0
Robot Girls Z Specials,6.41,27.0,Special,3.0,9.0
Gakkougurashi!,7.68,288.0,TV,12.0,24.0
Norasco,4.85,2.0,ONA,,2.0
Koishite!! Namashi-chan,5.77,1.0,TV,,1.0
Imawa no Kuni no Alice (OVA),7.61,69.0,OVA,3.0,23.0
Bloody Bunny,5.96,26.0,TV,26.0,1.0
Boku wa Ou-sama (TV) Special,5.74,50.0,Special,2.0,25.0
Kubire 3 Sisters,3.56,7.0,TV,7.0,1.0
Fantasista Stella,6.13,69.0,OVA,3.0,23.0
Isshuukan Friends. Specials,6.81,12.0,Special,12.0,1.0
Ansatsu Kyoushitsu,8.21,506.0,TV,22.0,23.0
Mobile Suit Gundam-san,6.23,26.0,TV,13.0,2.0
X Maiden: Izakaya Tamaki,4.42,49.0,ONA,7.0,7.0
Nyanfuru,5.62,1.0,TV,,1.0
Girlfriend (Kari),6.0,288.0,TV,12.0,24.0
Anime Koten Bungaku Kan,5.2,108.0,OVA,6.0,18.0
Juuou Mujin no Fafnir,6.41,288.0,TV,12.0,24.0
Barnacle Lou,5.43,364.0,TV,52.0,7.0
Sidonia no Kishi: Daikyuu Wakusei Seneki,7.86,288.0,TV,12.0,24.0
Kaitou Joker,6.97,312.0,TV,13.0,24.0
Sumiko (TV),4.42,24.0,TV,8.0,3.0
Bokura wa Minna Kawai-sou Specials,7.22,14.0,Special,14.0,1.0
Kana Kana Kazoku,5.1,2.0,ONA,,2.0
Elite Jack!!,6.33,78.0,OVA,6.0,13.0
Agukaru: Play with Ibaraki-hen,5.5,140.0,ONA,20.0,7.0
No Game No Life Specials,6.8,18.0,Special,6.0,3.0
Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.97,25.0,Special,5.0,5.0
Akatsuki no Yona,8.17,576.0,TV,24.0,24.0
Barakamon: Mijikamon,6.89,26.0,ONA,13.0,2.0
Sushi Ninja,5.53,12.0,ONA,3.0,4.0
Anime Roukyoku Kikou Shimizu no Jirochouden,5.22,450.0,TV,30.0,15.0
Makiba no Shoujo Katri Specials,6.67,90.0,Special,2.0,45.0
Ie Naki Ko Remy Specials (2001),6.94,90.0,Special,2.0,45.0
Araiguma Rascal Specials,5.41,90.0,Special,2.0,45.0
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",7.01,276.0,TV,12.0,23.0
Inuyama Kamiko no Kireigoto ja Owaranai!,4.57,6.0,ONA,2.0,3.0
Ryuugajou Nanana no Maizoukin Specials,6.67,30.0,Special,6.0,5.0
Oh! My Konbu,5.53,550.0,TV,22.0,25.0
Trinity Seven,7.39,288.0,TV,12.0,24.0
Inou-Battle wa Nichijou-kei no Naka de,7.28,288.0,TV,12.0,24.0
Gangsta.,7.45,276.0,TV,12.0,23.0
Akame ga Kill! Theater,6.67,24.0,ONA,24.0,1.0
