Entity,Year,CO2_per_capita,Population,Poverty_rate
Estonia,2016,13.248889,1315802,0.47005862
Estonia,2017,14.131093,1317381,0.26870602
Estonia,2018,13.465802,1321918,0.24873585
Estonia,2019,9.261651,1326772,0.5569404
Estonia,2020,6.917965,1329618,0.34865937
Estonia,2021,7.802623,1331699,0.30924037
Eswatini,1994,1.109185,971178,85.444
Eswatini,2000,1.1610769,1041378,56.133385
Eswatini,2009,0.9581755,1105117,49.325603
Eswatini,2016,0.91802174,1149463,36.07985
Ethiopia,1995,0.04355355,57537286,69.207146
Ethiopia,1999,0.047331546,65374500,58.026524
Ethiopia,2004,0.067806825,76077161,34.576767
Ethiopia,2010,0.07007186,90538466,30.750937
Ethiopia,2015,0.122264124,103867085,26.984606
Fiji,2002,0.97363335,858015,1.6781589
Fiji,2008,0.8761009,903348,1.0271412
Fiji,2013,1.1316144,916312,0.3635516
Fiji,2019,1.4818621,914849,1.3182689
Finland,2003,13.938072,5212916,0.049275037
Finland,2004,13.187595,5228095,0.039413903
Finland,2005,10.877544,5246037,0.05531524
Finland,2006,12.983371,5266198,0.08037546
Finland,2007,12.623978,5288666,0.063742585
Finland,2008,11.033562,5313334,0.053872228
Finland,2009,10.474264,5338800,0.052470084
Finland,2010,11.950097,5363304,0.053840697
Finland,2011,10.5131855,5388186,0.04739088
Finland,2012,9.448784,5413924,0.05272516
Finland,2013,9.50887,5439027,0.08513758
Finland,2014,8.719377,5461629,0.06616784
Finland,2015,8.064728,5479664,0.07020851
Finland,2016,8.598248,5495422,0.047236145
Finland,2017,8.107141,5508354,0.065777734
Finland,2018,8.291627,5515685,0.056774255
Finland,2019,7.686383,5521713,0.03882923
Finland,2020,6.8179035,5529559,0.0276209
Finland,2021,6.821489,5541019,0.021342963
France,1975,9.162192,52746279,0.24901384
France,1979,9.937488,53660848,0.24820168
France,1984,7.488124,55176574,0.49920356
France,1990,6.90851,56990186,0.24754605
France,1996,6.88853,58380593,0.24863891
France,1997,6.741581,58568614,0.24609698
France,2003,6.7823114,60741072,0.15735751
France,2004,6.757305,61175198,0.049725942
France,2005,6.7471843,61624978,0.043055452
France,2006,6.545662,62049790,0.027628507
France,2007,6.343027,62432388,0.014867865
France,2008,6.197721,62780134,0.009692239
France,2009,5.876992,63106403,0.044349
France,2010,5.93619,63417312,0.08739457
France,2011,5.5602403,63733716,0.025783392
France,2012,5.564287,64058423,0.060952414
France,2013,5.570985,64387684,0.06039008
France,2014,5.052249,64692449,0.018678669
France,2015,5.1064253,64916292,0.13355504
France,2016,5.13468,65086802,0.058125883
France,2017,5.1635575,65284727,0.015888225
France,2018,4.9136486,65519483,0.021168053
France,2019,4.7926087,65729405,0.051448993
France,2020,4.25596,65905226,0.11489582
France,2021,4.6245623,66083491,0.056357384
Gabon,2005,4.2523212,1463455,5.483823
Gabon,2017,2.5475187,2156852,2.468642
Gambia,1998,0.1756232,1376948,74.09506
Gambia,2003,0.18812671,1577575,50.685493
Gambia,2010,0.22061062,1926580,29.829496
Gambia,2015,0.26189277,2224483,13.382067
Gambia,2020,0.27818328,2515694,17.242134
Georgia,1996,0.84231186,4812721,6.767
Georgia,1997,0.9426988,4695310,18.784472
Georgia,1998,1.0792708,4576397,16.96164
Georgia,1999,0.96755564,4455538,21.790314
Georgia,2000,1.0397545,4328318,22.899906
Georgia,2001,0.8848809,4209588,23.008429
Georgia,2002,0.8111573,4127795,12.689577
Georgia,2003,0.9133739,4085443,12.949128
Georgia,2004,1.0532076,4056030,12.372008
Georgia,2005,1.2453573,4026093,12.882766
Georgia,2006,1.5245835,3996533,12.590183
Georgia,2007,1.6034336,3967540,14.197019
Georgia,2008,1.3470249,3941135,12.4464655
Georgia,2009,1.565652,3918895,12.127902
Georgia,2010,1.5934885,3895882,14.364216
Georgia,2011,2.0173657,3868672,13.401543
Georgia,2012,2.150076,3839155,10.6662245
Georgia,2013,2.1035426,3809072,8.078715
Georgia,2014,2.3567052,3792875,6.127039
Georgia,2015,2.573163,3791515,4.879492
Georgia,2016,2.6549697,3792013,4.9133716
Georgia,2017,2.6820617,3792801,6.2298656
Georgia,2018,2.651641,3794833,5.55908
Georgia,2019,2.8674045,3796671,4.8486285
Georgia,2020,2.7860782,3795624,5.8068676
Georgia,2021,2.9285443,3788400,5.4850264
Georgia,2022,3.0376725,3794728,4.268949
Germany,1994,11.534628,81773563,0.19766816
Germany,1995,11.45983,82019850,0.24643685
Germany,2017,9.441113,83103956,0.24445756
Germany,2019,8.494904,83559127,0.24957946
Germany,2020,7.752807,83628661,0.24379632
Ghana,1987,0.22026457,14289071,58.385998
Ghana,1988,0.21929139,14636525,57.656998
Ghana,1991,0.24714956,15787445,64.16775
Ghana,1998,0.29879808,18687991,54.995037
Ghana,2005,0.2723046,22449390,42.467743
Ghana,2012,0.47296125,26734220,25.689972
Ghana,2016,0.4740764,29356688,25.208553
Greece,1995,8.267103,10519187,1.7376754
Greece,2000,9.549958,10782578,0.49310544
Greece,2003,9.989241,10918420,0.49829754
Greece,2004,10.0011015,10947321,0.64183205
Greece,2005,10.3711815,10981291,0.3385617
Greece,2006,10.20506,11016060,0.55271566
Greece,2007,10.370174,11045687,0.49926442
Greece,2008,10.028189,11076814,0.3444438
Greece,2009,9.391401,11108016,0.62663525
Greece,2010,8.751235,11124619,0.97306836
Greece,2011,8.507247,11108791,1.1229174
Greece,2012,8.2721405,11048239,1.4559224
Greece,2013,7.4505033,10967481,0.95517564
Greece,2014,7.218839,10893122,1.5131936
Greece,2015,6.92429,10820843,1.3700905
Greece,2016,6.6224217,10775454,1.0391967
Greece,2017,6.9597645,10753489,0.8727766
Greece,2018,6.6889873,10730788,0.13956267
Greece,2019,6.132962,10718520,0.6895518
Greece,2020,5.192684,10699317,0.80649555
Greece,2021,5.436849,10579511,0.56709486
Grenada,2018,2.661156,115655,0.31790403
Guatemala,1986,0.45405766,8070770,49.703
Guatemala,1989,0.47725546,8775500,36.995
Guatemala,1998,0.7755921,11139099,14.702999
Guatemala,2000,0.83477026,11697544,9.607776
Guatemala,2006,0.91091365,13367408,11.650105
Guatemala,2014,0.88173604,15681675,9.521302
Guinea,1991,0.15318833,6697116,87.964
Guinea,1994,0.1531434,7345063,41.212265
Guinea,2002,0.18712787,8674026,53.343784
Guinea,2007,0.20363492,9662233,48.129784
Guinea,2012,0.22175498,10921531,24.544147
Guinea,2018,0.24888608,12704736,13.8201
Guinea-Bissau,1991,0.17682776,994595,42.357998
Guinea-Bissau,1993,0.17304192,1058703,42.232567
Guinea-Bissau,2002,0.1193615,1289260,53.166588
Guinea-Bissau,2010,0.15205328,1566293,66.68512
Guinea-Bissau,2018,0.1620295,1922119,21.66049
Guinea-Bissau,2021,0.14771359,2058795,25.962856
Guyana,1992,1.3876752,749870,29.383999
Guyana,1998,2.394533,763546,11.897037
Haiti,2001,0.1739967,8455867,67.83363
Haiti,2012,0.22485054,10069716,57.87614
Honduras,1989,0.5535711,4841788,39.96
Honduras,1990,0.50289834,4980446,41.997
Honduras,1991,0.49318624,5123756,30.774721
Honduras,1992,0.531798,5271385,26.968342
Honduras,1993,0.5422583,5423203,21.429638
Honduras,1994,0.57912266,5579196,24.304441
Honduras,1995,0.6683829,5739577,26.229053
Honduras,1996,0.65643394,5903901,28.550964
Honduras,1997,0.66052717,6071414,19.590014
Honduras,1998,0.7716202,6234391,24.543867
Honduras,1999,0.7350388,6400420,24.925201
Honduras,2001,0.8382584,6757934,19.837118
Honduras,2002,0.85681397,6938825,21.995176
Honduras,2003,0.9392653,7119158,26.499472
Honduras,2004,0.9856434,7298947,25.43302
Honduras,2005,0.91395694,7478314,25.067038
Honduras,2006,1.0054097,7656787,21.142117
Honduras,2007,1.0487149,7834750,15.642992
Honduras,2008,1.0649434,8012546,15.244036
Honduras,2009,0.9805308,8189858,12.32208
Honduras,2010,0.9558662,8365834,13.802202
Honduras,2011,1.0374415,8540543,14.32309
Honduras,2012,1.0577439,8715038,16.992704
Honduras,2013,1.053511,8889226,14.568504
Honduras,2014,1.0461389,9063078,13.282177
Honduras,2015,1.1202432,9237261,12.977554
Honduras,2016,1.0329332,9412329,14.606982
Honduras,2017,1.0671028,9588098,13.855521
Honduras,2018,1.0098408,9765162,14.233573
Honduras,2019,1.1282444,9943585,12.742991
Hungary,1991,6.728077,10378132,1.6757866
Hungary,1994,5.9846272,10339884,1.2412218
Hungary,1999,6.0251155,10219743,0.20896545
Hungary,2004,5.9474993,10085736,0.10468204
Hungary,2005,5.9749784,10065654,0.7245052
Hungary,2006,5.9232993,10049900,0.13765296
Hungary,2007,5.8250375,10034027,0.14994031
Hungary,2008,5.708958,10016610,0.021265052
Hungary,2009,5.145066,10001329,0.06479282
Hungary,2010,5.210173,9979076,0.071793154
Hungary,2011,5.0425143,9946626,0.09156373
Hungary,2012,4.711324,9916568,0.32575902
Hungary,2013,4.397333,9889294,0.1802988
Hungary,2014,4.4246006,9862785,0.6576744
Hungary,2015,4.732814,9839162,0.62615484
Hungary,2016,4.794786,9810479,1.3487226
Hungary,2017,5.050659,9785561,0.60926735
Hungary,2018,5.051615,9774342,0.20753036
Hungary,2019,5.032163,9770300,0.30170247
Hungary,2020,4.8318176,9749421,0.3514764
Hungary,2021,4.9785724,9707794,0.4015956
Iceland,2004,10.637928,292127,0.17006549
Iceland,2005,10.029784,296803,0.03701966
Iceland,2006,10.383546,303836,0.14680485
Iceland,2007,11.214876,311622,0.08061417
Iceland,2008,12.00739,317470,0.060815003
Iceland,2009,11.71445,318564,0.09720067
Iceland,2010,11.400758,318102,0.14938448
Iceland,2011,10.979511,319098,0.12328397
Iceland,2012,10.90563,320802,0.033555817
Iceland,2013,10.770798,323845,0.047026344
Iceland,2015,10.701083,330918,0.034490183
India,1977,0.40412188,640801057,63.54258
India,1983,0.47764024,737372629,56.678
India,1987,0.56289464,808931212,50.929474
India,1993,0.7345036,922118324,47.958366
India,2004,0.99809515,1135991467,40.580715
India,2009,1.3155315,1225524711,33.456543
India,2011,1.3992052,1261224903,22.859383
India,2015,1.6823633,1328024445,18.751444
India,2016,1.7520504,1343944244,18.123507
India,2017,1.7847193,1359657354,13.379473
India,2018,1.886328,1374659017,11.096276
India,2019,1.8810879,1389030252,13.204494
India,2020,1.7264521,1402617645,15.454644
India,2021,1.8909733,1414203840,12.917313
Indonesia,1984,0.68887895,163251072,74.30208
Indonesia,1987,0.7139513,173511105,74.56653
Indonesia,1990,0.84512234,183501051,61.774166
Indonesia,1993,1.1127938,193305126,61.187595
Indonesia,1996,1.2453723,203204307,49.34577
Indonesia,1998,1.1653565,209826738,68.31407
Indonesia,1999,1.3708667,213004610,43.98748
Indonesia,2000,1.3019868,216077748,43.83605
Indonesia,2001,1.4469663,219097854,40.336567
Indonesia,2002,1.3890227,222088455,23.45272
Indonesia,2003,1.507934,225047958,22.823112
Indonesia,2004,1.5049647,227926604,24.243776
Indonesia,2005,1.5056726,230871600,20.130228
Indonesia,2006,1.481646,233951608,26.157452
Indonesia,2007,1.6361018,237062283,21.551208
Indonesia,2008,1.5228248,240157845,19.194849
Indonesia,2009,1.640252,243219975,18.845253
Indonesia,2010,1.8099737,246305285,16.455803
Indonesia,2011,2.0071535,249469983,14.102624
Indonesia,2012,2.041778,252698471,10.577222
Indonesia,2013,1.9114735,255852410,10.808527
Indonesia,2014,1.8846375,258877350,9.682687
Indonesia,2015,2.0593998,261799196,8.451447
Indonesia,2016,2.0409288,264627382,6.6683493
Indonesia,2017,2.0832288,267346608,4.302148
Indonesia,2018,2.2007682,269951801,4.4100747
Indonesia,2019,2.3993292,272489333,3.3554103
Indonesia,2020,2.213211,274814825,2.8259249
Indonesia,2021,2.23886,276758010,2.8577144
Indonesia,2022,2.6434436,278830479,2.1782908
Indonesia,2023,2.6075745,281190021,1.8155379
Iran,1986,2.8827293,51445995,9.244
Iran,1990,3.6155267,58380046,8.808
Iran,1994,4.304609,61520555,4.224
Iran,1998,4.7371745,64519819,4.2860003
Iran,2005,6.4986024,71828417,1.0210205
Iran,2006,6.8265424,73392696,0.8490968
Iran,2009,7.107359,76457779,1.4918264
Iran,2011,7.3503466,78383547,0.50416595
Iran,2012,7.5484037,79370525,0.25400558
Iran,2013,7.5836825,80414625,0.28810316
Iran,2014,7.903496,81501999,0.6163683
Iran,2015,7.7695036,82619310,0.40074104
Iran,2016,7.692004,83812175,0.4450634
Iran,2017,8.190366,85026715,0.32945344
Iran,2018,8.009745,86117959,0.6712102
Iran,2019,8.447259,87051599,0.72633666
Iran,2020,8.62491,87723397,0.8114429
Iran,2021,8.815236,88455443,0.65237933
Iran,2022,8.944471,89524192,0.46844715
Iraq,2006,3.444312,28616456,0.03518214
Iraq,2012,3.9644012,33654796,0.08875247
Ireland,1987,8.53771,3540333,0.689184
Ireland,1994,9.704146,3590114,0.16343378
Ireland,1995,9.929918,3610640,0.17609753
Ireland,1996,10.298165,3638460,0.22401807
Ireland,2000,11.899826,3802536,0.1782722
Ireland,2002,11.730362,3928386,0.23505183
Ireland,2003,11.441362,3992878,0.12763272
Ireland,2004,11.354304,4066012,0.052105937
Ireland,2005,11.58845,4155232,0.021705687
Ireland,2006,11.150147,4268715,0.3984308
Ireland,2007,10.847193,4393467,0.098496266
Ireland,2008,10.557134,4485943,0.1805067
Ireland,2009,9.306159,4533698,0.49060217
Ireland,2010,9.166745,4559044,0.54275715
Ireland,2011,8.309568,4579557,0.5449447
Ireland,2012,8.309446,4600088,0.33501238
Ireland,2013,8.060954,4624629,0.6822285
Ireland,2014,7.910841,4658186,0.38895378
Ireland,2015,8.233164,4702444,0.36762756
Ireland,2016,8.4921,4753463,0.13472612
Ireland,2017,8.123473,4810214,0.24319613
Ireland,2018,8.006022,4872503,0.003921386
Ireland,2019,7.5653806,4933445,0.058011558
Ireland,2020,7.0494823,4982560,0.14430559
Ireland,2021,7.4664645,5028387,0.063545495
Israel,1986,6.320173,4168914,0.23550048
Israel,1992,8.489194,4957184,0.21532728
Israel,1997,9.716882,5646431,0.24560836
Israel,2001,10.06777,6259933,0.24897778
Israel,2002,9.283735,6387661,0.48042536
Israel,2003,9.598173,6502766,0.46270582
Israel,2004,8.870585,6615035,0.49913883
Israel,2005,8.401134,6728156,0.4833153
Israel,2006,9.080821,6843981,0.22496581
Israel,2007,9.019857,6962406,0.4918124
Israel,2008,9.598234,7082571,0.4835079
Israel,2009,8.862133,7206047,0.49162772
Israel,2010,9.3076,7336682,0.46020398
Israel,2011,9.181502,7470971,0.23077059
Israel,2012,9.830104,7607737,0.48919725
Israel,2013,8.142046,7749319,0.4745734
Israel,2014,7.6334467,7897132,0.49243245
Israel,2015,7.815752,8052858,0.49385363
Israel,2016,7.449998,8209957,0.24139464
Israel,2017,7.037425,8361744,0.45742482
Israel,2018,7.048836,8510026,0.49676624
Israel,2019,6.775189,8657420,0.725289
Israel,2020,6.7220626,8800323,0.44975653
Israel,2021,6.5983253,8942868,0.2422214
Italy,1977,6.3613186,55714492,0.22906405
Italy,1978,6.637128,55938928,0.48330766
Italy,1979,6.8633456,56132323,0.48833704
Italy,1980,6.8501863,56412044,0.22686729
Italy,1983,6.3137918,56766060,0.21823193
Italy,1986,6.385612,56875927,0.24690011
Italy,1987,6.6810694,56891873,0.9951176
Italy,1991,7.6695333,57075339,0.228989
Italy,1993,7.526007,57170710,1.2493539
Italy,1995,7.814792,57403300,0.74394846
Italy,1998,8.054216,57215139,1.7424412
Italy,2000,8.199393,57272155,1.2495171
Italy,2002,8.308964,57420578,1.4982808
Italy,2003,8.574564,57739646,0.7694033
Italy,2004,8.606293,58176688,0.6045206
Italy,2005,8.56745,58519638,0.6472902
Italy,2006,8.440849,58754384,0.65343624
Italy,2007,8.283948,59108674,0.680243
Italy,2008,8.027417,59561638,0.70417947
Italy,2009,7.0790157,59903965,0.91157925
Italy,2010,7.242025,60164160,1.2652895
Italy,2011,7.0218573,60367832,1.156048
Italy,2012,6.6649837,60531480,1.2006085
Italy,2013,6.0915313,60653828,1.3731673
Italy,2014,5.759587,60664127,1.2321203
Italy,2015,5.963726,60575274,1.9488665
Italy,2016,5.9218903,60478047,1.6299454
Italy,2017,5.839991,60390266,1.4216343
Italy,2018,5.7909245,60277446,1.4576468
Italy,2019,5.6483135,60130080,0.9943459
Italy,2020,5.0507216,59912714,0.82779175
Italy,2021,5.6250086,59729300,0.8145304
Jamaica,1988,1.9292334,2345742,4.555
Jamaica,1990,3.1629016,2379829,2.8804874
Jamaica,1993,3.2658854,2449859,8.088
Jamaica,1996,3.8375757,2524412,2.5628607
Jamaica,1999,3.8452358,2589747,2.3147032
Jamaica,2002,3.863835,2640532,2.1286912
Jamaica,2004,3.9571493,2672182,1.177246
Jamaica,2018,2.8674781,2820051,0.05606334
Jamaica,2021,2.5886042,2837634,0.30976602
Japan,2008,9.614815,128155949,0.4798256
Japan,2013,10.298001,127723595,0.72788787
Jordan,2002,2.9238546,5616024,0.1951805
Jordan,2006,3.1936147,6427322,0.09088745
Jordan,2008,2.9640238,6989821,0.010805056
Jordan,2010,2.8251805,7296994,0.040854882
Kazakhstan,1993,12.053468,17274430,8.434999
Kazakhstan,1996,9.411858,16415996,7.9405093
Kazakhstan,2001,8.90941,15575502,12.814419
Kazakhstan,2002,10.061223,15656630,8.887372
Kazakhstan,2003,11.167269,15747335,6.167813
Kazakhstan,2004,11.757366,15850121,3.3167064
Kazakhstan,2005,12.527624,15968071,8.661422
Kazakhstan,2006,13.69717,16103670,1.0114723
Kazakhstan,2007,13.947366,16257169,0.38554862
Kazakhstan,2008,13.808861,16426480,0.2428652
Kazakhstan,2009,13.510977,16619799,0.2441653
Kazakhstan,2010,14.777387,16836755,0.19512291
Kazakhstan,2011,14.003776,17065944,0.07109477
Kazakhstan,2012,14.234627,17306063,0.03842411
Kazakhstan,2013,14.533967,17556454,0.033109628
Kazakhstan,2014,15.395486,17816240,0.01927526
Kazakhstan,2015,15.409165,18084126,0.038270585
Kazakhstan,2016,15.122116,18363551,0.05052872
Kazakhstan,2017,15.734422,18651876,0.041498996
Kazakhstan,2018,16.22455,18932674,0.0151407905
Kazakhstan,2019,14.330919,19209498,0.016059816
Kazakhstan,2020,13.113933,19482065,0.01182706
Kazakhstan,2021,12.92284,19743565,0.017695257
Kenya,1992,0.2270675,24382423,26.448
Kenya,1994,0.25344354,25857088,25.880554
Kenya,1997,0.2921569,28101707,25.393864
Kenya,2005,0.2389887,35796433,36.67384
Kenya,2015,0.36099055,47088485,29.365105
Kenya,2020,0.4209686,52217277,35.03161
Kenya,2021,0.41928962,53219122,36.146057
Kiribati,2006,0.47641528,99980,14.027153
Kiribati,2019,0.5323819,123881,1.6780767
Kosovo,2005,0.0893624,1818304,4.209292
Kosovo,2006,0.08867807,1813030,4.075942
Kosovo,2009,4.5185485,1794637,3.4097538
Kosovo,2010,4.6707945,1788708,2.8943646
Kosovo,2011,4.6288376,1791911,1.8802686
Kosovo,2012,4.3442287,1806483,0.8349306
Kosovo,2013,4.385727,1817114,0.44521713
Kosovo,2014,3.9430332,1808931,1.1369094
Kosovo,2015,4.6603103,1778978,0.77977383
Kosovo,2016,4.9914527,1761711,0.7646961
Kosovo,2017,4.5374,1768084,0.4402413
Kyrgyzstan,2000,0.91048133,5025098,38.18244
Kyrgyzstan,2001,0.7604119,5071909,33.356903
Kyrgyzstan,2002,0.9611124,5116204,31.149364
Kyrgyzstan,2003,1.0418925,5159387,25.70318
Kyrgyzstan,2004,1.1163111,5202994,11.575469
Kyrgyzstan,2005,1.0519956,5246288,13.574837
Kyrgyzstan,2006,1.0337402,5282401,8.371434
Kyrgyzstan,2007,1.2275326,5313329,8.752659
Kyrgyzstan,2008,1.4002646,5342481,3.3092885
Kyrgyzstan,2009,1.2429305,5397958,1.5469307
Kyrgyzstan,2010,1.1573167,5491717,3.5214179
Kyrgyzstan,2011,1.3620855,5594489,1.2577704
Kyrgyzstan,2012,1.7706912,5696470,2.6298146
Kyrgyzstan,2013,1.6790403,5797248,2.6200042
Kyrgyzstan,2014,1.7354872,5898279,1.0484436
Kyrgyzstan,2015,1.7102784,6001819,2.1805964
Kyrgyzstan,2016,1.5751518,6108412,1.1435105
Kyrgyzstan,2017,1.5049132,6220098,1.2685745
Kyrgyzstan,2018,1.7616013,6341684,0.73589146
Kyrgyzstan,2019,1.3925191,6493984,0.65906364
Kyrgyzstan,2020,1.2527564,6664099,1.3309736
Kyrgyzstan,2021,1.5140777,6820433,0.71577924
Kyrgyzstan,2022,1.442273,6955746,0.31051716
Laos,1992,0.1299953,4559603,23.700804
Laos,1997,0.15380734,5151958,43.195446
Laos,2002,0.2077707,5610839,25.369883
Laos,2007,0.30305886,6056193,19.54654
Laos,2012,0.52124816,6518933,10.891045
Laos,2018,2.884135,7127997,7.1383624
Latvia,1995,3.6742876,2485908,0.031
Latvia,1996,3.747837,2457860,1.7659999
Latvia,2004,3.414644,2264130,2.4903991
Latvia,2005,3.4873562,2239738,2.3620217
Latvia,2006,3.7450006,2218989,1.5533317
Latvia,2007,3.9247465,2200711,0.6350043
Latvia,2008,3.7646215,2177658,1.2787416
Latvia,2009,3.48097,2141988,1.696778
Latvia,2010,4.077879,2097787,1.7326765
Latvia,2011,3.7919629,2059892,1.0286086
Latvia,2012,3.6959643,2034577,1.0676994
Latvia,2013,3.660656,2012960,1.1653787
Latvia,2014,3.5967214,1994096,0.79135585
Latvia,2015,3.6719465,1977815,0.650311
Latvia,2016,3.6792696,1959817,0.64695126
Latvia,2017,3.714361,1942550,0.7972179
Latvia,2018,4.0763845,1927526,0.36000243
Latvia,2019,3.9956133,1914220,0.2391008
Latvia,2020,3.6810806,1901069,0.45501179
Latvia,2021,3.8387253,1885546,0.39730492
Lesotho,1994,0.8686433,1927659,53.69109
Lesotho,2002,0.9552052,1994629,66.27836
Lesotho,2017,1.165241,2157068,32.39991
Liberia,2007,0.17037874,3669008,53.34778
Liberia,2014,0.16071093,4564257,25.930763
Liberia,2016,0.13532034,4755560,27.617746
Lithuania,1993,4.4440103,3680148,6.617
Lithuania,2004,3.935744,3376654,2.707487
Lithuania,2005,4.184141,3322225,1.7817268
Lithuania,2006,4.3533397,3269761,1.5230172
Lithuania,2007,4.8025327,3231322,1.3395644
Lithuania,2008,4.6766033,3198432,1.389226
Lithuania,2009,4.065727,3163204,2.2432506
Lithuania,2010,4.4660387,3097660,1.5343399
Lithuania,2011,4.6197767,3028588,0.70057505
Lithuania,2012,4.7130303,2988281,0.94779253
Lithuania,2013,4.4551983,2958306,0.70500815
Lithuania,2014,4.3928776,2933118,1.262026
Lithuania,2015,4.5043416,2905726,0.7198586
Lithuania,2016,4.585339,2869051,1.2705059
Lithuania,2017,4.7079244,2829273,1.0225072
Lithuania,2018,4.80661,2802430,0.9250136
Lithuania,2019,4.904179,2795011,0.54792964
Lithuania,2020,4.851269,2795711,0.18947333
Lithuania,2021,4.956657,2794443,0.25060093
Luxembourg,2003,23.131897,451802,0.07174669
Luxembourg,2004,25.7921,458256,0.018192332
Luxembourg,2005,25.953287,465327,0.03469405
Luxembourg,2007,23.54102,480225,0.021916224
Luxembourg,2009,21.329487,498144,0.04411102
Luxembourg,2011,21.40082,518535,0.11757935
Luxembourg,2012,20.467789,530907,0.043618947
Luxembourg,2013,19.019583,543317,0.08910331
Luxembourg,2014,17.647102,556243,0.13992491
Luxembourg,2015,16.409683,569497,0.30012453
Luxembourg,2016,15.579897,583469,0.11721951
Luxembourg,2017,15.52992,596451,0.28312987
Luxembourg,2018,15.734253,608055,0.28481787
Luxembourg,2019,15.741836,620116,0.101187475
Luxembourg,2021,13.152365,640233,0.050036773
Madagascar,1980,0.17920743,9005988,48.699
Madagascar,1993,0.07820688,13197304,73.25071
Madagascar,1997,0.10240852,14990764,69.37031
Madagascar,1999,0.11016785,16000457,66.86746
Madagascar,2001,0.102332614,17032888,70.9964
Madagascar,2005,0.09087216,19159663,74.22137
Madagascar,2010,0.08438074,22183297,80.15473
Madagascar,2012,0.11696225,23462392,80.73006
Malawi,1997,0.08661769,10561988,58.4548
Malawi,2004,0.07213027,12500688,68.864586
Malawi,2010,0.065322444,14826420,68.42152
Malawi,2016,0.06866579,17557696,65.73572
Malawi,2019,0.09044499,19025698,70.0606
Malaysia,1984,2.35751,14758975,2.676
Malaysia,1987,2.5114236,16276698,1.653
Malaysia,1989,2.892521,17314954,0.72400004
Malaysia,1992,3.8737922,18834520,1.0029999
Malaysia,1995,5.390666,20330550,1.447
Malaysia,2003,6.2150364,24679556,1.5712516
Malaysia,2006,6.4413414,26417859,0.77013826
Malaysia,2008,6.994816,27569998,0.69657385
Malaysia,2011,6.976631,29161977,0.13992567
Malaysia,2013,8.009191,30174221,0.03397699
Malaysia,2015,7.5541906,31232744,0.019036654
Malaysia,2018,7.980434,32910918,0.01102865
Maldives,2002,2.0356393,291588,6.6081805
Maldives,2009,2.535735,348232,3.772896
Mali,1994,0.05502096,9966984,84.49572
Mali,2001,0.09750474,11912118,57.15224
Mali,2006,0.109735906,13990097,49.676163
Mali,2009,0.1222482,15435483,48.172142
Mali,2018,0.25429645,20441987,15.218806
Mali,2021,0.30756667,22388587,20.849255
Malta,2006,6.3919373,415411,0.51195854
Malta,2007,6.5389743,417148,0.4103244
Malta,2008,6.495701,418922,0.109011516
Malta,2009,6.086127,420751,0.43044543
Malta,2010,6.1975784,422607,0.21927387
Malta,2011,6.1426344,424582,0.1857052
Malta,2012,6.4442496,426564,0.11772207
Malta,2013,5.670855,428410,0.029666146
Malta,2015,3.819329,444936,0.08437797
Malta,2016,3.021798,455227,0.09208711
Malta,2017,3.284968,467849,0.15988651
Malta,2018,3.1937,484517,0.10338061
Malta,2019,3.2715886,503968,0.30468178
Malta,2020,3.0885165,518175,0.25567448
Marshall Islands,2019,3.3321207,43984,0.85434437
Mauritania,1987,1.7984991,1802970,41.383
Mauritania,1993,0.42634535,2174275,42.861
Mauritania,1995,0.43898782,2311973,21.832048
Mauritania,2000,0.4262084,2613407,21.487999
Mauritania,2004,0.48280674,2868626,18.127827
Mauritania,2008,0.57628185,3183227,11.855509
Mauritania,2014,0.6668666,3848461,6.490837
Mauritania,2019,1.0341662,4467661,5.354673
Mauritius,2006,2.8703554,1263732,0.30761176
Mauritius,2012,3.075311,1289121,0.4123899
Mauritius,2017,3.5146556,1290605,0.12531371
Mexico,1984,3.7614353,73506802,8.306812
Mexico,1989,3.978187,81247123,8.705063
Mexico,1992,3.8637247,86044763,7.8659563
Mexico,1994,3.9383516,89259151,7.933994
Mexico,1996,3.694258,92452649,13.960938
Mexico,1998,3.987455,95575200,15.237268
Mexico,2000,3.968942,98625515,10.678649
Mexico,2002,4.0404415,101548570,7.5212464
Mexico,2004,4.2012773,104394075,7.150816
Mexico,2005,4.379789,105811451,7.800171
Mexico,2006,4.4242706,107253625,5.3540764
Mexico,2008,4.2852507,110374235,5.982281
Mexico,2010,4.016841,113623858,4.704363
Mexico,2012,4.2928996,116818153,4.1995993
Mexico,2014,4.040971,119784217,3.9831142
Mexico,2016,3.9167497,122251299,2.3163962
Mexico,2018,3.7601306,124573671,1.8759747
Mexico,2020,3.3828366,126798998,2.1319396
Mexico,2022,3.6181056,128613066,1.1796793
Micronesia (country),2005,1.0527601,111372,8.559808
Micronesia (country),2013,1.2542953,108083,16.028437
Moldova,1997,1.6763563,4355484,13.0094795
Moldova,1998,1.4920906,4318664,24.047401
Moldova,1999,1.0949867,4278169,33.508854
Moldova,2000,0.8436892,4234915,31.08438
Moldova,2001,0.9037816,4189717,23.255726
Moldova,2002,0.97799915,4142883,13.558621
Moldova,2003,1.0754248,4095375,5.6087055
Moldova,2004,1.1400694,4046617,6.550409
Moldova,2005,1.2379094,3988618,10.87486
Moldova,2006,1.2826874,3921257,1.9625398
Moldova,2007,1.292679,3851346,0.9524417
