Entity,Year,CO2_per_capita,Population,Poverty_rate
Moldova,2008,1.3733144,3779455,0.9574248
Moldova,2009,1.2248539,3706166,0.65801674
Moldova,2010,1.3301159,3631943,0.41040125
Moldova,2011,1.3901181,3557233,0.21669711
Moldova,2012,1.3684363,3482575,0.13851036
Moldova,2013,1.4373157,3408686,0.025188606
Moldova,2015,1.4546986,3287114,0.031209245
Moldova,2016,1.5145319,3237747,0.10805441
Moldova,2019,1.7654533,3112515,0.02864514
Mongolia,1995,3.355385,2335667,14.759999
Mongolia,1998,3.158858,2412744,28.449
Mongolia,2002,3.278589,2500029,11.612102
Mongolia,2007,4.585178,2607932,1.6951885
Mongolia,2010,5.0976677,2701690,1.1435707
Mongolia,2011,7.783921,2745129,0.85668147
Mongolia,2012,12.5204735,2795410,0.47310936
Mongolia,2014,10.170369,2912984,0.32755226
Mongolia,2016,8.428495,3040773,0.7064973
Mongolia,2018,14.305717,3167660,0.7115856
Mongolia,2022,12.821953,3385971,0.2234101
Montenegro,2012,3.4933963,633497,3.0313168
Montenegro,2013,3.3968685,633162,3.0291824
Montenegro,2014,3.3370714,631332,1.6274612
Montenegro,2015,3.5642705,628096,1.3457713
Montenegro,2016,3.2284575,624199,2.4743311
Montenegro,2017,3.3918157,620062,3.3115063
Montenegro,2018,3.8974926,615760,2.839833
Montenegro,2019,4.049645,611625,1.9976742
Montenegro,2020,3.9600255,607887,1.7676241
Montenegro,2021,3.9928653,603805,1.9771242
Morocco,1984,0.81714636,21593725,13.195001
Morocco,1990,0.9147706,24375508,4.728802
Morocco,1998,1.1180079,27621589,8.375334
Morocco,2000,1.1680186,28423380,7.9340315
Morocco,2006,1.5030133,30771131,4.242266
Morocco,2013,1.6753646,33787523,1.4431101
Mozambique,1996,0.06620093,16492428,82.68429
Mozambique,2002,0.0810757,18958295,80.58823
Mozambique,2008,0.09990994,21818980,70.795815
Mozambique,2014,0.31495103,25788424,64.64086
Mozambique,2019,0.23761947,29884331,74.52835
Myanmar,2015,0.42841202,51089005,6.2170024
Myanmar,2017,0.4553452,51894886,1.9911567
Namibia,1993,0.9107486,1508649,53.517002
Namibia,2003,1.0911251,1917419,35.861526
Namibia,2009,1.2822764,2077343,26.944029
Namibia,2015,1.6560593,2374258,15.617013
Nauru,2012,4.286216,10258,1.6715107
Nepal,1984,0.041054502,17085191,68.462006
Nepal,1995,0.103792936,22245397,55.155148
Nepal,2003,0.10940146,25688717,40.30675
Nepal,2010,0.17644356,27341910,8.2404995
Nepal,2022,0.541436,29715383,0.36659858
Netherlands,1983,9.540784,14396860,0.45828018
Netherlands,1987,10.287363,14724898,0.24944825
Netherlands,1990,10.830862,15030838,0.9527308
Netherlands,1993,11.109045,15389666,1.2487618
Netherlands,1999,10.717318,15940134,0.20289831
Netherlands,2004,11.073761,16425521,0.23587565
Netherlands,2005,10.80621,16465658,0.14832005
Netherlands,2006,10.493947,16493808,0.045792855
Netherlands,2007,10.454888,16531313,0.02863133
Netherlands,2008,10.586433,16597210,0.13360895
Netherlands,2009,10.203367,16684105,0.1107701
Netherlands,2010,10.869165,16771188,0.047438905
Netherlands,2011,10.038659,16851014,0.09605309
Netherlands,2012,9.788568,16915143,0.07584219
Netherlands,2013,9.7104645,16967013,0.08687879
Netherlands,2014,9.239101,17030041,0.05771296
Netherlands,2015,9.571497,17107382,0.06166262
Netherlands,2016,9.567643,17204642,0.045917112
Netherlands,2017,9.360355,17315333,0.18876624
Netherlands,2018,9.071813,17421239,0.10091632
Netherlands,2019,8.691241,17537460,0.0957287
Netherlands,2020,7.7491956,17636680,0.02796322
Netherlands,2021,7.8781476,17730519,0.06971744
Nicaragua,1993,0.51247454,4453681,38.314228
Nicaragua,1998,0.6947168,4883607,25.759579
Nicaragua,2001,0.770818,5087777,17.814484
Nicaragua,2005,0.7993386,5342053,9.098515
Nicaragua,2009,0.78582966,5656558,8.276645
Nicaragua,2014,0.78219247,6066438,3.9410286
Niger,1992,0.059495524,8817588,84.365
Niger,1994,0.061396338,9398215,85.516365
Niger,2005,0.050245687,13756146,80.50121
Niger,2007,0.047930773,14803558,78.89103
Niger,2011,0.07665769,17176241,60.55905
Niger,2014,0.117416464,19215874,53.56471
Niger,2018,0.08127849,22188024,50.905937
Niger,2021,0.11071586,24502100,50.613815
Nigeria,1985,0.82023156,84897926,47.822
Nigeria,1992,0.4519301,102372727,52.353878
Nigeria,1996,0.86053264,113754733,58.419514
Nigeria,2003,0.73441654,137202602,47.878925
Nigeria,2010,0.68729526,166642835,34.88533
Nigeria,2012,0.6473927,176200571,33.82892
Nigeria,2015,0.60748714,190671830,32.25663
Nigeria,2018,0.54949355,204938703,30.863297
North Macedonia,2009,3.9972472,2060548,9.767671
North Macedonia,2010,3.9900906,2051460,10.448227
North Macedonia,2011,4.331296,2040398,9.087074
North Macedonia,2012,4.185888,2027246,6.9127917
North Macedonia,2013,3.7200131,2013223,5.2256985
North Macedonia,2014,3.6057072,1997784,4.5167346
North Macedonia,2015,3.411853,1980318,5.5025377
North Macedonia,2016,3.394582,1961210,4.2366357
North Macedonia,2017,3.6850967,1940825,4.4940066
North Macedonia,2018,3.97764,1919675,3.3985562
North Macedonia,2019,4.0298004,1897595,2.6633506
Norway,1979,8.5022955,4072450,0.22752123
Norway,1986,8.347413,4167200,0.24487592
Norway,1991,7.851101,4261568,0.47524884
Norway,1995,8.822787,4358940,0.4910345
Norway,2000,9.3769045,4490821,0.23508184
Norway,2003,9.6174555,4564617,0.20452435
Norway,2004,9.63392,4591693,0.2648449
Norway,2005,9.358088,4623060,0.20196272
Norway,2006,9.407265,4660441,0.13099638
Norway,2007,9.6811,4708969,0.12668282
Norway,2008,9.36968,4768039,0.2267255
Norway,2009,8.922087,4828579,0.086947724
Norway,2010,9.331146,4889110,0.15098813
Norway,2011,9.034477,4952915,0.09757115
Norway,2012,8.81318,5018393,0.117306806
Norway,2013,8.762845,5080085,0.13043559
Norway,2014,8.751203,5137351,0.11292123
Norway,2015,8.766163,5189728,0.17004924
Norway,2016,8.532959,5235933,0.28067333
Norway,2017,8.36972,5276759,0.29165247
Norway,2018,8.359842,5311703,0.25446132
Norway,2019,8.002147,5347690,0.15653396
Pakistan,1987,0.5040252,105130661,67.336235
Pakistan,1990,0.58393574,116155530,65.1108
Pakistan,1996,0.67509353,138557040,22.29407
Pakistan,1998,0.6602458,146522306,29.7766
Pakistan,2001,0.66177,159270863,33.275234
Pakistan,2004,0.7577723,171285944,20.203358
Pakistan,2005,0.76171106,175453160,20.296938
Pakistan,2007,0.8546526,184493178,14.898684
Pakistan,2010,0.7739538,199238997,9.381865
Pakistan,2011,0.759775,203746014,9.587885
Pakistan,2013,0.7194037,211073920,7.362643
Pakistan,2015,0.6930332,217290832,5.110188
Pakistan,2018,0.9269328,226928843,4.932448
Palestine,2004,0.631554,3475136,0.5896262
Palestine,2005,0.77042216,3557364,0.20256646
Palestine,2006,0.6212117,3645057,0.31365532
Palestine,2007,0.6216751,3736640,1.3573977
Palestine,2009,0.532613,3921196,0.2651386
Palestine,2010,0.50624627,4016859,0.04360255
Palestine,2011,0.54570204,4115858,0.18903968
Palestine,2016,0.69757545,4632686,0.5027174
Panama,1979,2.2007408,1911509,6.196
Panama,1989,1.044311,2403760,22.412273
Panama,1991,1.2377268,2508220,20.110653
Panama,1995,1.340789,2724493,15.194985
Panama,1997,1.6322347,2836646,14.206259
Panama,1998,2.0390413,2893867,14.458805
Panama,1999,1.9047031,2951764,12.275087
Panama,2000,1.9029113,3010330,11.071512
Panama,2001,2.2652338,3069480,14.045302
Panama,2002,1.8601933,3129297,9.564354
Panama,2003,1.9092329,3189765,9.879252
Panama,2004,1.7566199,3251113,8.747402
Panama,2005,2.1042488,3312982,8.564978
Panama,2006,2.2293644,3374971,9.389637
Panama,2007,2.1381083,3437444,6.665941
Panama,2008,2.0952418,3500596,4.0731487
Panama,2009,2.373714,3564327,2.5282087
Panama,2010,2.5002396,3628492,3.3920667
Panama,2011,2.6947384,3693468,2.452237
Panama,2012,2.5984511,3759201,3.4651458
Panama,2013,2.7483644,3825287,2.2445593
Panama,2014,2.789122,3892053,2.8937745
Panama,2015,2.7243638,3959985,1.5139548
Panama,2016,2.5909126,4029032,1.5169268
Panama,2017,2.394967,4098656,2.0971286
Panama,2018,2.2800763,4167807,1.4056449
Panama,2019,3.1001267,4234652,1.0040996
Panama,2021,2.425771,4345360,1.1082573
Panama,2023,3.1440282,4458719,1.2881935
Papua New Guinea,1996,0.455,4813314,52.644897
Papua New Guinea,2009,0.71082157,7406393,39.68331
Paraguay,1990,0.5291874,4035697,1.1892296
Paraguay,1995,0.85968494,4579758,12.40302
Paraguay,1997,0.8610053,4794362,10.553168
Paraguay,1999,0.87464637,5003077,10.206738
Paraguay,2001,0.71236783,5187639,8.94098
Paraguay,2002,0.7331409,5261286,13.235834
Paraguay,2003,0.7568888,5326394,8.302468
Paraguay,2004,0.7537503,5388133,5.7077723
Paraguay,2005,0.6938069,5448045,6.0722804
Paraguay,2006,0.7100126,5505102,7.947744
Paraguay,2007,0.7269866,5559335,7.842305
Paraguay,2008,0.76207966,5613526,4.321988
Paraguay,2009,0.79903835,5671192,5.767492
Paraguay,2010,0.87519336,5737924,5.4597416
Paraguay,2011,0.8940832,5814583,5.048014
Paraguay,2012,0.8772793,5896966,3.33131
Paraguay,2013,0.86456096,5982397,1.7875661
Paraguay,2014,0.89924765,6069774,2.413888
Paraguay,2015,0.98245853,6159053,1.8913445
Paraguay,2016,1.1511079,6249070,1.6942916
Paraguay,2017,1.2514546,6338607,0.98143935
Paraguay,2018,1.3070389,6427336,1.4066867
Paraguay,2019,1.2483938,6515016,1.0115106
Paraguay,2020,1.1171713,6603683,0.81328356
Paraguay,2021,1.2168084,6684130,0.6891791
Paraguay,2022,1.1992521,6760399,1.3295585
Peru,1997,1.0978501,25274095,19.838614
Peru,1998,1.0902984,25738055,19.447102
Peru,1999,1.12892,26186452,19.33591
Peru,2000,1.0781721,26598284,19.268625
Peru,2001,0.9425646,26964552,20.254484
Peru,2002,0.9322508,27288162,17.54501
Peru,2003,0.89467776,27580445,14.664634
Peru,2004,1.0173057,27852131,16.311806
Peru,2005,1.079,28101118,17.811798
Peru,2006,0.9955102,28324448,15.597147
Peru,2007,1.2024245,28530662,13.215263
Peru,2008,1.2291042,28718988,10.917175
Peru,2009,1.367324,28896766,8.811538
Peru,2010,1.461361,29085967,6.8237686
Peru,2011,1.4391557,29304035,6.5040245
Peru,2012,1.5400403,29550318,6.078547
Peru,2013,1.4428895,29817865,5.3963337
Peru,2014,1.6399497,30115771,4.824813
Peru,2015,1.6162785,30457550,4.7185483
Peru,2016,1.7084166,30866446,4.596183
Peru,2017,1.7513058,31324599,4.4970593
Peru,2018,1.7508639,31897541,3.5669863
Peru,2019,1.7986559,32449256,2.9770849
Peru,2020,1.4289497,32838533,5.8217554
Peru,2021,1.568856,33155845,2.773094
Peru,2022,1.6368144,33475381,2.656552
Philippines,1985,0.50530046,55212957,28.73
Philippines,1988,0.6274745,59739014,25.760872
Philippines,1991,0.66838676,64382194,27.195
Philippines,1994,0.7786311,69019243,25.580002
Philippines,1997,0.9419096,73908766,18.161642
Philippines,2000,0.9030095,79625353,15.031992
Philippines,2003,0.82740444,84731786,13.634615
Philippines,2006,0.74047565,89508940,15.298533
Philippines,2009,0.80426943,94384204,11.126217
Philippines,2012,0.8796461,100175459,12.485543
Philippines,2015,1.0620909,105312935,8.290904
Philippines,2018,1.2861164,109465234,5.057057
Philippines,2021,1.248213,113100906,6.754131
Poland,1986,12.064559,37452565,0.24560685
Poland,1992,9.53378,38233580,0.22361158
Poland,1995,9.451792,38364630,1.7447743
Poland,1999,8.599789,38287663,0.49605262
Poland,2004,8.483558,38167521,2.1715841
Poland,2005,8.466207,38124333,0.9209366
Poland,2006,8.84075,38071124,0.65885246
Poland,2007,8.835377,38020368,0.47138095
Poland,2008,8.673726,37995854,0.17534827
Poland,2009,8.316455,38002108,0.3663266
Poland,2010,8.773324,38095304,0.3492378
Poland,2011,8.731056,38208597,0.34194458
Poland,2012,8.522221,38247820,0.19502151
Poland,2013,8.4143715,38259214,0.42161053
Poland,2014,8.090834,38265064,0.39982548
Poland,2015,8.173159,38266267,0.43371302
Poland,2016,8.456034,38263203,0.23679398
Poland,2017,8.803233,38254908,0.34852496
Poland,2018,8.788192,38241017,0.24757744
Poland,2019,8.311783,38225836,0.06276072
Poland,2020,7.92311,38170958,0.13734049
Poland,2021,8.700768,38040252,0.10752012
Portugal,2003,6.168032,10454189,0.8958964
Portugal,2004,6.421135,10481336,0.5366484
Portugal,2005,6.6304755,10502943,0.5435212
Portugal,2006,6.1626186,10524070,0.092665896
Portugal,2007,5.914588,10546768,0.25771353
Portugal,2008,5.680537,10564037,0.13725239
Portugal,2009,5.4033346,10576213,0.16589662
Portugal,2010,4.99969,10578605,0.13645983
Portugal,2011,4.9051404,10556994,0.5080361
Portugal,2012,4.749493,10513092,0.7032106
Portugal,2013,4.603662,10458238,0.8551859
Portugal,2014,4.607115,10406148,0.5456738
Portugal,2015,5.03683,10370222,0.48239422
Portugal,2016,4.8626833,10346328,0.374637
Portugal,2017,5.339881,10330784,0.41049597
Portugal,2018,4.97228,10325307,0.2902539
Portugal,2019,4.600439,10343168,0.14872062
Portugal,2020,4.024724,10370463,0.47228974
Portugal,2021,3.8768623,10390906,0.22650385
Romania,1994,5.3155427,22756199,10.033
Romania,1995,5.550701,22657664,1.7485844
Romania,1997,5.2729044,22411465,2.2489161
Romania,2006,4.959297,21035673,7.355783
Romania,2007,5.1934915,20870655,5.310613
Romania,2008,5.1609073,20718693,4.086822
Romania,2009,4.2633257,20576869,3.1286948
Romania,2010,4.125176,20432524,4.1745195
Romania,2011,4.5479193,20281955,5.37642
Romania,2012,4.4468966,20158399,6.208166
Romania,2013,3.917578,20062861,6.6171227
Romania,2014,3.960944,19968125,7.0226746
Romania,2015,3.9156525,19870968,5.266119
Romania,2016,3.8586328,19777001,3.2403133
Romania,2017,4.0203547,19689357,3.2661333
Romania,2018,4.0636744,19597823,2.666744
Romania,2019,3.9205754,19501499,2.1640766
Romania,2020,3.8009787,19392420,1.4093623
Romania,2021,4.0144405,19248115,1.7570449
Russia,1993,12.601507,148135377,3.5289998
Russia,1996,10.715651,148084532,4.657
Russia,1997,10.025074,147853713,1.5220835
Russia,1998,9.924805,147635488,2.2844472
Russia,1999,10.147781,147241915,4.385637
Russia,2000,10.081552,146717736,2.9754066
Russia,2001,10.372815,146117233,1.7576264
Russia,2002,10.324747,145939456,1.0113968
Russia,2003,10.542385,145794184,1.0929874
Russia,2004,10.634773,145180052,1.0032749
Russia,2005,10.806364,144597838,0.7747562
Russia,2006,11.262799,144102900,0.44096822
Russia,2007,11.287254,143859724,0.20139945
Russia,2008,11.487685,143811787,0.09212515
Russia,2009,10.739168,143869089,0.066181496
Russia,2010,11.343939,143934422,0.08332945
Russia,2011,11.704153,144043700,0.038264908
Russia,2012,11.79054,144290965,0.0322114
Russia,2013,11.344339,144604052,0.008163993
Russia,2014,11.31587,144925588,0.021315757
Russia,2015,11.277288,145307563,0.032757774
Russia,2016,11.214848,145778617,0.027193299
Russia,2017,11.397211,146186752,0.033431694
Russia,2018,11.694962,146430090,0.029192207
Russia,2019,11.635815,146533005,0.030398078
Russia,2020,11.15608,146371239,0.010298438
Rwanda,2000,0.06271487,8213890,75.21361
Rwanda,2005,0.056791726,9054488,66.05174
Rwanda,2010,0.056309868,10317499,59.20516
Rwanda,2013,0.070517875,11093287,53.74719
Rwanda,2016,0.087953754,11919140,52.005394
Saint Lucia,1995,1.8545763,148174,38.125
Saint Lucia,2015,2.7448988,174864,5.222044
Samoa,2002,0.8741121,184434,2.1781778
Samoa,2008,0.84817046,190075,1.052526
Samoa,2013,0.9795556,198245,1.1502274
Sao Tome and Principe,2000,0.33082372,143980,20.446453
Sao Tome and Principe,2010,0.56439316,181774,22.615791
Sao Tome and Principe,2017,0.67280686,206942,15.723551
Senegal,1991,0.4254299,7943038,70.099
Senegal,1994,0.44491366,8624033,60.327
Senegal,2001,0.41693386,10212891,52.44071
Senegal,2005,0.49298713,11235423,41.061752
Senegal,2011,0.6033588,12958851,40.984364
Senegal,2018,0.7119568,15914437,9.222566
Senegal,2021,0.71479875,17220821,9.926822
Serbia,2012,5.972246,7324574,5.340191
Serbia,2013,6.1253824,7276136,5.8431945
Serbia,2014,5.1483583,7227156,6.92315
Serbia,2015,6.09949,7177217,6.6467104
Serbia,2016,6.3209686,7126034,6.3563867
Serbia,2017,6.436677,7073456,5.394842
Serbia,2018,6.313477,7019960,2.9232728
Serbia,2019,6.3562794,6966101,2.3344426
Serbia,2020,6.538972,6907777,1.557031
Serbia,2021,6.39086,6835386,1.2428293
Seychelles,1999,3.7091353,81990,0.7582651
Seychelles,2006,4.258249,90347,0.37248194
Seychelles,2013,4.0565124,102066,1.2360592
Seychelles,2018,5.225092,115002,0.51100403
Sierra Leone,2003,0.10331825,5177633,61.33198
Sierra Leone,2011,0.11128745,6387207,38.698128
Sierra Leone,2018,0.13580218,7554518,26.062035
Slovakia,1996,8.219704,5362376,1.4934819
Slovakia,2004,7.9836698,5375995,0.06723545
Slovakia,2005,7.9837704,5376650,0.23737435
Slovakia,2006,7.9510803,5376793,0.22897787
Slovakia,2007,7.6537957,5376949,0.36757442
Slovakia,2008,7.7245646,5379075,0.4077014
Slovakia,2009,7.019376,5385027,0.44677904
Slovakia,2010,7.1334305,5391807,0.4951079
Slovakia,2011,7.048082,5398048,0.4238608
Slovakia,2012,6.653921,5404834,0.40092897
Slovakia,2013,6.5842557,5410370,0.28149927
Slovakia,2014,6.224752,5415184,0.6754492
Slovakia,2015,6.3702555,5420221,0.66175985
Slovakia,2016,6.442124,5427217,1.3807007
Slovakia,2017,6.6536226,5435643,0.22536847
Slovakia,2018,6.643141,5443188,0.16945708
Slovakia,2019,6.206926,5450575,0.11811627
Slovakia,2020,5.711151,5454981,0.21230671
Slovakia,2021,6.470303,5442712,0.10148099
Slovenia,2004,8.379513,1993503,0.025957223
Slovenia,2005,8.481144,1996858,0.101450935
Slovenia,2006,8.575877,2003069,0.05046054
Slovenia,2007,8.610745,2014110,0.03234887
Slovenia,2010,8.050477,2044566,0.009157744
Slovenia,2012,7.6753354,2053274,0.026254445
Slovenia,2013,7.3566623,2056403,0.021756856
Slovenia,2015,6.6243477,2059899,0.004852958
Solomon Islands,2005,0.5840567,483049,50.6165
Solomon Islands,2012,0.60686153,573574,26.564884
South Africa,1993,7.398769,43297110,33.539997
South Africa,2000,8.021831,47159672,36.825
South Africa,2005,8.409805,49489992,28.331333
South Africa,2008,9.6782255,51114550,18.662973
South Africa,2010,8.8453245,52344000,18.035963
South Africa,2014,8.489372,55594796,20.492558
South Korea,2006,10.487716,48006467,0.24944234
South Korea,2008,11.015094,48356441,0.24275911
South Korea,2010,12.186755,48769268,0.4958997
South Korea,2012,12.660258,49599543,0.24928062
South Korea,2014,12.453083,50539008,0.23564287
South Korea,2016,12.435507,51297794,0.24729006
South Korea,2017,12.712863,51486222,0.24032742
South Korea,2018,12.977493,51640842,0.24876693
South Sudan,2009,0.13501488,9243507,34.54165
South Sudan,2016,0.15731767,10830061,67.32727
Spain,1980,5.6986165,37537514,0.4969268
Spain,1985,5.1794004,38601263,0.23731555
Spain,1990,5.889076,39084924,0.4944265
Spain,1993,6.047904,39651575,1.2375659
Spain,1994,6.323517,39858677,0.9975268
Spain,1995,6.6357403,40052688,1.4823424
Spain,1996,6.2935877,40237332,1.4911164
Spain,1997,6.569579,40423773,0.9859978
Spain,1998,6.7537036,40617392,0.95270455
Spain,1999,7.2960796,40812809,0.720118
Spain,2000,7.559086,41019721,0.67538816
Spain,2003,7.912497,42506499,0.8087511
Spain,2004,8.165038,43234511,0.81765175
Spain,2005,8.379175,43958840,0.7379749
Spain,2006,8.046786,44695400,0.76963174
Spain,2007,8.071818,45516452,0.36304086
Spain,2008,7.2648177,46235010,0.4889186
Spain,2009,6.3578978,46635128,0.80560046
Spain,2010,6.0404763,46840419,0.67572516
Spain,2011,6.0385685,46997994,1.1273297
Spain,2012,5.9138956,47018277,0.93659365
Spain,2013,5.376438,46860345,1.136304
Spain,2014,5.4405065,46720137,0.7871572
Spain,2015,5.7994676,46683633,0.90352696
Spain,2016,5.5555286,46732712,1.1252797
Spain,2017,5.837174,46868543,0.67809105
Spain,2018,5.703422,47092764,0.8386145
Spain,2019,5.282928,47435072,0.79381347
Spain,2020,4.4430604,47679437,0.8863663
Spain,2021,4.7987103,47735610,0.5642503
Sri Lanka,1985,0.25196466,15544108,17.183
Sri Lanka,1990,0.23426642,16352408,11.616388
Sri Lanka,1995,0.3310334,17564019,11.775274
Sri Lanka,2002,0.5527713,19805697,11.017083
Sri Lanka,2006,0.5794185,20352372,5.6293645
Sri Lanka,2009,0.62364656,20756380,3.4954607
Sri Lanka,2012,0.7462705,21169405,2.5871487
Sri Lanka,2016,1.0491202,21910711,1.2953176
Sri Lanka,2019,0.9475737,22410495,0.95861256
Sudan,2009,0.4282725,34569068,18.576168
Sudan,2014,0.3372939,38823281,15.26306
Suriname,2022,4.23634,623128,1.1043117
Sweden,1975,9.8576765,8192612,0.49898672
Sweden,1981,8.339556,8320408,0.24968058
Sweden,1987,7.108544,8397600,0.24625531
Sweden,1992,6.6429887,8667529,0.2435132
Sweden,1995,6.7425933,8826250,0.24724913
Sweden,2001,6.276719,8895980,0.24867782
Sweden,2003,6.395369,8958387,0.32370964
Sweden,2004,6.284015,8993754,0.397172
Sweden,2005,5.966446,9029713,1.0845832
Sweden,2006,5.9178863,9080584,0.36438262
Sweden,2007,5.7928085,9148219,0.41083917
Sweden,2008,5.5170517,9219853,0.5764025
Sweden,2009,5.080106,9298692,0.45801592
Sweden,2010,5.6641927,9378187,0.5474092
Sweden,2011,5.2079105,9449207,0.6156513
Sweden,2012,4.907013,9519430,0.45700213
Sweden,2013,4.708229,9600578,0.65087146
Sweden,2014,4.48339,9696389,0.47433352
Sweden,2015,4.4306774,9799437,0.5691551
Sweden,2016,4.3749504,9923227,0.26145265
Sweden,2017,4.2194505,10057811,0.24834995
Sweden,2018,4.1333666,10175356,0.72550684
Sweden,2019,3.9724972,10279068,0.3165186
Sweden,2020,3.5448945,10353627,0.38908952
Sweden,2021,3.7090452,10416075,0.6292847
Switzerland,1982,5.721642,6391753,0.69740707
Switzerland,1992,6.6934586,6875000,0.49456292
Switzerland,2006,6.06603,7478464,0.046570357
Switzerland,2007,5.746348,7545336,0.0208164
Switzerland,2008,5.849308,7641679,0.068479605
Switzerland,2009,5.624919,7737594,0.038057733
Switzerland,2010,5.7546425,7825700,0.048670206
Switzerland,2011,5.177019,7914333,0.0031113164
Switzerland,2012,5.28081,7998872,0.008965495
Switzerland,2013,5.335637,8091148,0.042183742
Switzerland,2014,4.788791,8190179,0.032768063
Switzerland,2015,4.6740065,8283893,0.030542554
Switzerland,2016,4.677344,8374857,0.03427533
Switzerland,2018,4.32806,8516296,0.03050398
Switzerland,2019,4.2810693,8577482,0.017386846
Switzerland,2020,3.9613538,8640538,0.037200913
Syria,1996,3.1380692,15018059,2.3783545
Syria,2003,3.0732384,17889248,1.0559967
Syria,2006,2.732792,19636966,1.7859999
Syria,2009,2.8652048,21976919,1.225
Syria,2022,1.1269557,22462118,24.835932
Taiwan,1995,7.8972993,21534451,0.49881068
Taiwan,2010,11.656695,23223993,0.24100542
Tajikistan,1999,0.4054558,6208319,61.962402
Tajikistan,2003,0.31100854,6658521,36.74976
Tajikistan,2004,0.37706962,6790502,21.35816
Tajikistan,2007,0.44855547,7194419,12.797472
Tajikistan,2009,0.32629073,7490173,6.792115
Tajikistan,2015,0.61342055,8643796,6.114529
Tanzania,1991,0.084213406,26780391,69.288864
Tanzania,2000,0.075067535,34260098,84.03533
Tanzania,2007,0.13771167,41435458,56.240715
Tanzania,2011,0.18472126,46029314,44.655464
Tanzania,2018,0.25089064,57437090,44.94932
Thailand,1981,0.80600935,46575803,22.728
Thailand,1988,1.146537,52969542,17.636
Thailand,1990,1.5814027,54738282,12.345011
Thailand,1992,1.8665439,56528779,8.9950075
Thailand,1994,2.3492641,58260809,4.503987
Thailand,1996,2.8966253,59920009,3.0861952
Thailand,1998,2.5958607,61522574,2.175271
Thailand,1999,2.6843886,62298991,3.950531
Thailand,2000,2.656056,63007767,3.9674916
Thailand,2002,2.8734381,64266381,1.7592947
Thailand,2004,3.1676755,65451997,1.1857115
Thailand,2006,3.2421854,66567647,0.92987514
Thailand,2007,3.3394146,67102346,0.54169595
Thailand,2008,3.3163188,67619781,0.30446866
Thailand,2009,3.3592596,68121030,0.24722661
Thailand,2010,3.514452,68579392,0.26523823
Thailand,2011,3.5485907,69007158,0.07156153
Thailand,2012,3.778263,69436048,0.11532052
Thailand,2013,3.7762656,69845062,0.060821895
Thailand,2014,3.8806882,70216319,0.090258256
Thailand,2015,3.9282084,70540737,0.04653752
Thailand,2016,4.008556,70859797,0.0361475
Thailand,2017,3.9818301,71160146,0.03712679
Thailand,2018,4.0392394,71376039,0.032133956
Thailand,2019,3.9411173,71522216,0.0950376
Thailand,2020,3.7956147,71641437,0.046665337
Thailand,2021,3.7244093,71727293,0.013972186
Togo,2006,0.24964234,6010623,60.969154
Togo,2011,0.36202508,6916427,58.887207
Togo,2015,0.2431557,7663160,54.69216
Togo,2018,0.2572893,8258739,28.434795
Togo,2021,0.300787,8878342,26.59183
Tonga,2000,0.92801964,102653,3.0948093
Tonga,2009,1.2307233,107176,1.2616102
Tonga,2015,1.1055396,106055,1.7910179
Tonga,2021,1.806809,105450,0.01921559
Trinidad and Tobago,1992,15.022325,1271625,1.343
Tunisia,1985,1.6141406,7409853,12.9539995
Tunisia,1990,1.6280754,8324459,9.29
Tunisia,1995,1.7761486,9161208,9.751
Tunisia,2000,2.0022259,9764887,4.318
Tunisia,2005,2.1984317,10255431,2.5680616
Tunisia,2010,2.6135979,10765930,1.4960226
Tunisia,2015,2.7554328,11402217,0.14006154
Tunisia,2021,2.586767,12048573,0.27373365
Turkey,1987,2.430609,52843620,0.87700003
Turkey,1994,2.7911894,60033776,2.5709999
Turkey,2002,3.299475,67048743,2.1044152
Turkey,2003,3.4904873,67831688,3.8555894
Turkey,2004,3.5684419,68592567,2.0136497
Turkey,2005,3.8204603,69329509,2.3406663
Turkey,2006,4.0312243,70045304,1.7702271
Turkey,2007,4.433794,70750548,1.3053389
Turkey,2008,4.340584,71562297,0.56494784
Turkey,2009,4.366428,72464795,0.72038996
Turkey,2010,4.3109365,73346724,0.77376914
Turkey,2011,4.6089954,74215158,0.12952742
Turkey,2012,4.7356477,75197146,0.09306085
Turkey,2013,4.5460496,76402978,0.29810533
Turkey,2014,4.6648703,78036104,0.20468259
Turkey,2015,4.8107686,80014170,0.21237287
Turkey,2016,4.9717093,81652039,0.20271698
Turkey,2017,5.186352,83083616,0.30056062
Turkey,2018,4.9997516,84415922,0.35439268
Turkey,2019,4.7177076,85357615,0.45154127
Turkey,2020,4.7963643,86091644,0.47089854
Turkey,2021,5.2223163,86686206,0.44286466
Turkmenistan,1998,7.5832233,4410461,43.115105
Tuvalu,2010,1.0375684,10594,3.625352
Uganda,1989,0.04705802,17010661,58.689
Uganda,1992,0.04246959,18784994,65.10545
Uganda,1996,0.04795195,21231505,63.94645
Uganda,1999,0.053949874,23257218,67.94519
Uganda,2002,0.05664165,25532819,66.02675
Uganda,2005,0.07216409,27963231,57.33955
Uganda,2009,0.09537977,31451093,45.898636
Uganda,2012,0.10562794,34337384,37.544044
Uganda,2016,0.124163195,38799091,42.861576
Uganda,2019,0.13398354,42999589,42.11563
Ukraine,1992,11.26227,52323629,3.9067447
Ukraine,1993,9.748226,52350078,1.9460162
